#chrom	start	end	size	num_data	min	max	mean	median	sum
chr11	66457275	66457414	139	139	0.00	0.00	0.00	0.00	0.00
chr15	91561034	91561115	81	81	6.00	13.00	9.83	10.00	796.00
chr11	2968525	2969001	476	476	5.00	30.00	16.42	15.00	7818.00
chr19	34869838	34869910	72	72	469.00	542.00	514.36	520.00	37034.00
chr9	121970996	121971219	223	223	0.00	0.00	0.00	0.00	0.00
chr3	47449772	47449980	208	208	8.00	40.00	23.27	22.00	4841.00
chr12	57601820	57601999	179	179	37.00	70.00	51.66	49.00	9247.00
chr16	2345590	2345741	151	151	1.00	2.00	1.80	2.00	272.00
chr12	50471782	50471910	128	128	0.00	0.00	0.00	0.00	0.00
chr1	109814221	109814344	123	123	0.00	3.00	1.97	2.00	242.00
chr19	16942304	16942458	154	154	18.00	28.00	23.86	24.00	3675.00
chr11	66333301	66333398	97	97	16.00	27.00	22.30	24.00	2163.00
chr5	74026084	74026223	139	139	1.00	2.00	1.61	2.00	224.00
chr5	68417520	68417722	202	202	1.00	10.00	5.35	7.00	1081.00
chr19	15272262	15272525	263	263	0.00	0.00	0.00	0.00	0.00
chr3	45872404	45872482	78	78	2.00	6.00	5.10	6.00	398.00
chr7	73123374	73123452	78	78	5.00	7.00	5.67	6.00	442.00
chr5	14498197	14498360	163	163	1.00	4.00	2.32	2.00	378.00
chr14	93180167	93180230	63	63	3.00	8.00	5.54	6.00	349.00
chr9	130984739	130984875	136	136	0.00	2.00	1.41	2.00	192.00
chr13	31216764	31216894	130	130	2.00	14.00	7.68	7.00	999.00
chr12	112614399	112614506	107	107	11.00	28.00	20.89	20.00	2235.00
chr12	57602865	57602982	117	117	51.00	67.00	58.09	56.00	6796.00
chr14	72976861	72976987	126	126	1.00	7.00	3.87	3.00	488.00
chr1	155209406	155209553	147	147	82.00	111.00	94.58	92.00	13903.00
chr10	49633930	49634113	183	183	4.00	8.00	5.91	6.00	1081.00
chr16	84100093	84100218	125	125	28.00	49.00	42.40	44.00	5300.00
chr1	155207924	155208097	173	173	91.00	126.00	106.76	106.00	18469.00
chr12	2786898	2787033	135	135	1.00	3.00	2.09	2.00	282.00
chr2	233755457	233756197	740	740	0.00	0.00	0.00	0.00	0.00
chr14	60631894	60632099	205	205	12.00	128.00	76.22	89.00	15626.00
chr1	11151549	11151654	105	105	20.00	30.00	24.96	25.00	2621.00
chr4	134076071	134076178	107	107	0.00	0.00	0.00	0.00	0.00
chr15	91420364	91420441	77	77	138.00	179.00	157.30	154.00	12112.00
chr5	114961533	114961755	222	222	0.00	3.00	1.47	2.00	327.00
chr16	1814047	1814211	164	164	4.00	82.00	37.15	46.00	6092.00
chr18	44250463	44252581	2118	2118	0.00	1.00	0.05	0.00	101.00
chr6	158049380	158049518	138	138	0.00	1.00	0.91	1.00	126.00
chr19	7675585	7675679	94	94	0.00	2.00	1.30	2.00	122.00
chr13	99461604	99461719	115	115	0.00	3.00	0.83	0.00	96.00
chr11	130010829	130011467	638	638	38.00	613.00	161.29	100.00	102902.00
chr11	107526658	107526792	134	134	0.00	0.00	0.00	0.00	0.00
chr16	1391294	1391490	196	196	5.00	20.00	10.28	9.00	2014.00
chr1	38182716	38184158	1442	1442	0.00	0.00	0.00	0.00	0.00
chr5	179231023	179231323	300	300	2.00	7.00	4.04	4.00	1211.00
chr14	69814593	69814719	126	126	0.00	0.00	0.00	0.00	0.00
chr14	69349174	69349309	135	135	356.00	573.00	461.92	449.00	62359.00
chr19	7614792	7614998	206	206	77.00	112.00	92.99	94.00	19156.00
chr1	228270375	228270466	91	91	1.00	553.00	159.00	54.00	14469.00
chr1	38186022	38186315	293	293	0.00	0.00	0.00	0.00	0.00
chr13	77641715	77641999	284	284	16.00	33.00	25.63	26.00	7279.00
chr14	100157417	100157498	81	81	0.00	0.00	0.00	0.00	0.00
chr13	32978280	32979333	1053	1053	2.00	19.00	7.01	6.00	7385.00
chr12	7301567	7301794	227	227	80.00	111.00	93.80	92.00	21292.00
chr9	123583116	123583257	141	141	19.00	30.00	23.09	23.00	3255.00
chr17	26883183	26883284	101	101	31.00	56.00	42.55	41.00	4298.00
chr12	6972993	6973137	144	144	27.00	50.00	37.88	39.00	5455.00
chr20	34322310	34322637	327	327	3.00	12.00	7.68	8.00	2510.00
chr19	7606407	7606570	163	163	52.00	84.00	70.93	73.00	11561.00
chr16	2333186	2333373	187	187	0.00	4.00	1.74	1.00	325.00
chr12	113825548	113825711	163	163	15.00	33.00	25.10	27.00	4091.00
chr7	4802013	4807749	5736	5736	0.00	20.00	5.72	5.00	32788.00
chr1	43394880	43394985	105	105	83.00	112.00	95.56	97.00	10034.00
chr19	4554399	4554488	89	89	0.00	1.00	0.69	1.00	61.00
chr16	31719139	31719372	233	233	7.00	20.00	12.56	12.00	2926.00
chr5	134060669	134061744	1075	1075	0.00	25.00	7.62	5.00	8195.00
chr1	202936318	202936371	53	53	0.00	15.00	6.66	9.00	353.00
chr2	220087366	220087615	249	249	107.00	166.00	130.62	126.00	32524.00
chr2	36764494	36764689	195	195	0.00	2.00	0.50	0.00	98.00
chr7	43519208	43519343	135	135	0.00	1.00	0.21	0.00	28.00
chr10	51249585	51249993	408	408	0.00	15.00	5.78	5.00	2357.00
chr6	32123647	32123755	108	108	30.00	51.00	39.97	38.00	4317.00
chr3	118624442	118624692	250	250	0.00	0.00	0.00	0.00	0.00
chr1	190129797	190130020	223	223	0.00	0.00	0.00	0.00	0.00
chr9	131004491	131004624	133	133	0.00	12.00	6.12	5.00	814.00
chr22	33679187	33679334	147	147	3.00	7.00	4.89	5.00	719.00
chr15	74709931	74710016	85	85	8.00	15.00	10.89	11.00	926.00
chr7	6470110	6470238	128	128	6.00	14.00	8.76	9.00	1121.00
chr1	6640600	6641359	759	759	22.00	60.00	40.56	41.00	30783.00
chr16	31510622	31510728	106	106	30.00	45.00	36.81	34.00	3902.00
chr4	103710287	103711803	1516	1516	0.00	3.00	0.27	0.00	404.00
chr19	2862339	2862746	407	407	0.00	2.00	1.12	1.00	457.00
chr2	15467873	15467994	121	121	15.00	24.00	19.96	20.00	2415.00
chr2	36780721	36781492	771	771	0.00	3.00	0.88	1.00	675.00
chr10	81070680	81070941	261	261	3.00	18.00	9.23	9.00	2410.00
chr2	217234866	217235986	1120	1120	0.00	0.00	0.00	0.00	0.00
chr10	93786348	93786508	160	160	6.00	14.00	8.86	9.00	1418.00
chr17	20268785	20269076	291	291	0.00	0.00	0.00	0.00	0.00
chr9	131002006	131002062	56	56	0.00	0.00	0.00	0.00	0.00
chr1	155208307	155208441	134	134	97.00	123.00	108.78	108.00	14576.00
chr2	162833877	162834373	496	496	0.00	1.00	0.41	0.00	202.00
chr9	35799614	35799728	114	114	0.00	0.00	0.00	0.00	0.00
chr20	62517856	62519234	1378	1378	11.00	66.00	40.08	39.00	55233.00
chr22	35942847	35943127	280	280	0.00	0.00	0.00	0.00	0.00
chr13	26436438	26436546	108	108	0.00	1.00	0.40	0.00	43.00
chr14	69371371	69371453	82	82	311.00	389.00	348.76	348.00	28598.00
chr7	44031274	44031581	307	307	2.00	29.00	11.58	7.00	3555.00
chr11	12274988	12275291	303	303	0.00	1.00	0.33	0.00	101.00
chr5	1334403	1334498	95	95	36.00	62.00	46.21	43.00	4390.00
chr19	34868639	34868786	147	147	538.00	678.00	605.64	615.00	89029.00
chr16	1815960	1816143	183	183	50.00	91.00	64.77	64.00	11852.00
chr10	73578787	73578868	81	81	2300.00	3198.00	2772.48	2824.00	224571.00
chr17	37420427	37420640	213	213	11.00	24.00	17.69	18.00	3767.00
chr5	60835422	60835586	164	164	35.00	44.00	38.58	38.00	6327.00
chr15	79296143	79296517	374	374	0.00	0.00	0.00	0.00	0.00
chr19	13039568	13039661	93	93	46.00	71.00	59.94	61.00	5574.00
chr12	49421585	49421713	128	128	32.00	45.00	38.59	39.00	4939.00
chr1	1661057	1662583	1526	1526	1.00	69.00	24.85	22.00	37928.00
chr2	207457340	207457460	120	120	0.00	0.00	0.00	0.00	0.00
chr11	64542462	64543441	979	979	9.00	42.00	22.33	23.00	21863.00
chr20	61910250	61910347	97	97	33.00	51.00	38.67	38.00	3751.00
chr11	62394042	62394156	114	114	234.00	286.00	261.76	260.00	29841.00
chr5	37301538	37301652	114	114	8.00	13.00	10.11	10.00	1153.00
chr16	4733843	4733933	90	90	63.00	78.00	69.59	69.00	6263.00
chr15	43693913	43694048	135	135	1.00	5.00	2.26	2.00	305.00
chr11	18764538	18764622	84	84	0.00	0.00	0.00	0.00	0.00
chr17	57842331	57842499	168	168	231.00	302.00	270.80	276.50	45495.00
chr9	96076729	96078064	1335	1335	0.00	0.00	0.00	0.00	0.00
chr11	12246219	12246367	148	148	31.00	46.00	37.74	38.00	5586.00
chr12	7030743	7031565	822	822	5.00	59.00	27.27	16.00	22418.00
chr3	14523178	14523349	171	171	96.00	153.00	130.74	133.00	22357.00
chr5	758508	759483	975	975	0.00	0.00	0.00	0.00	0.00
chr12	22635490	22635677	187	187	2.00	11.00	5.44	6.00	1017.00
chr5	14479369	14479459	90	90	1.00	2.00	1.19	1.00	107.00
chr6	143655214	143656079	865	865	0.00	2.00	0.30	0.00	259.00
chr7	75508360	75508578	218	218	0.00	140.00	91.33	114.00	19911.00
chr11	60697981	60698131	150	150	0.00	0.00	0.00	0.00	0.00
chr1	151400598	151400889	291	291	16.00	37.00	28.83	30.00	8389.00
chr5	172196431	172197309	878	878	93.00	3575.00	1147.29	184.00	1007324.00
chr3	49152660	49152794	134	134	23.00	35.00	28.49	29.00	3818.00
chr7	5518281	5519950	1669	1669	0.00	4.00	1.30	1.00	2166.00
chr17	16691106	16691449	343	343	0.00	8.00	2.16	1.00	741.00
chr2	220086993	220087172	179	179	79.00	116.00	95.15	94.00	17031.00
chr10	51746916	51748006	1090	1090	0.00	23.00	10.30	10.00	11229.00
chr12	7302118	7302289	171	171	72.00	89.00	80.13	80.00	13702.00
chr11	59562844	59562955	111	111	30.00	57.00	47.25	48.00	5245.00
chr12	6100984	6101184	200	200	3.00	7.00	4.90	5.00	980.00
chr19	5683274	5683627	353	353	0.00	0.00	0.00	0.00	0.00
chr12	2786259	2786387	128	128	0.00	1.00	0.91	1.00	116.00
chr15	26812727	26812880	153	153	0.00	0.00	0.00	0.00	0.00
chr1	149007980	149008798	818	818	0.00	0.00	0.00	0.00	0.00
chr19	54965608	54965861	253	253	90.00	192.00	137.84	132.00	34874.00
chr8	27293259	27293310	51	51	129.00	155.00	144.57	145.00	7373.00
chr15	23014437	23014528	91	91	13.00	21.00	17.02	17.00	1549.00
chr1	111717500	111717585	85	85	9.00	14.00	11.62	12.00	988.00
chr6	150157220	150157433	213	213	0.00	0.00	0.00	0.00	0.00
chr13	114566547	114566670	123	123	0.00	0.00	0.00	0.00	0.00
chr16	58539291	58539605	314	314	0.00	0.00	0.00	0.00	0.00
chr1	21936612	21936768	156	156	2.00	11.00	7.28	8.00	1136.00
chr1	17322880	17322991	111	111	15.00	43.00	32.95	39.00	3658.00
chr11	60699455	60699599	144	144	0.00	0.00	0.00	0.00	0.00
chr5	6749669	6749770	101	101	14.00	21.00	16.70	16.00	1687.00
chr16	2156805	2156949	144	144	5.00	21.00	12.94	12.00	1864.00
chr15	34690834	34690930	96	96	14.00	28.00	21.58	22.00	2072.00
chr3	11074933	11075425	492	492	0.00	0.00	0.00	0.00	0.00
chr5	74655222	74655381	159	159	7.00	20.00	13.31	13.00	2117.00
chr20	20022968	20023160	192	192	10.00	23.00	14.04	13.00	2696.00
chr2	39055481	39055578	97	97	4.00	11.00	8.34	9.00	809.00
chr19	16793231	16793528	297	297	1.00	13.00	3.32	2.00	985.00
chr2	219205450	219205509	59	59	15.00	24.00	17.98	18.00	1061.00
chr17	74087429	74087729	300	300	1.00	9.00	3.94	3.00	1181.00
chr3	184058150	184060036	1886	1886	2.00	30.00	12.92	13.00	24375.00
chr6	90333128	90333263	135	135	0.00	4.00	1.39	1.00	188.00
chr12	125267019	125267429	410	410	0.00	5.00	2.12	2.00	868.00
chr1	207942580	207943104	524	524	2.00	18.00	10.91	11.00	5717.00
chr4	89356876	89357043	167	167	5.00	18.00	11.07	10.00	1849.00
chr7	101995498	101995736	238	238	8.00	20.00	14.50	15.00	3450.00
chr3	11067458	11067562	104	104	0.00	0.00	0.00	0.00	0.00
chr5	95734582	95734740	158	158	0.00	0.00	0.00	0.00	0.00
chr6	152529106	152529341	235	235	16.00	33.00	24.43	23.00	5740.00
chr5	102295578	102295763	185	185	12.00	23.00	18.43	19.00	3409.00
chr22	21072980	21073110	130	130	78.00	133.00	106.44	106.00	13837.00
chr12	121855306	121855714	408	408	5.00	20.00	12.61	12.00	5144.00
chr1	160326389	160326544	155	155	139.00	189.00	171.19	173.00	26535.00
chr11	60670930	60671007	77	77	36.00	57.00	47.34	47.00	3645.00
chr17	79804822	79804948	126	126	531.00	631.00	574.42	575.50	72377.00
chr16	18527204	18527332	128	128	78.00	137.00	115.80	121.50	14822.00
chr16	16372518	16372646	128	128	78.00	137.00	115.80	121.50	14822.00
chr2	32750530	32750695	165	165	10.00	17.00	14.16	14.00	2337.00
chr14	69369193	69369279	86	86	350.00	414.00	384.14	385.00	33036.00
chr7	66418212	66418356	144	144	74.00	99.00	88.17	89.00	12696.00
chr6	44107988	44108097	109	109	56.00	74.00	66.16	67.00	7211.00
chr7	70885893	70886091	198	198	0.00	0.00	0.00	0.00	0.00
chr8	27295281	27295397	116	116	153.00	174.00	162.44	162.00	18843.00
chr7	73122918	73123018	100	100	5.00	15.00	9.49	10.00	949.00
chr15	34698874	34699071	197	197	19.00	31.00	24.92	25.00	4909.00
chr8	22009343	22009513	170	170	0.00	0.00	0.00	0.00	0.00
chr7	1526557	1526737	180	180	26.00	38.00	32.53	32.00	5856.00
chr5	178053946	178054065	119	119	0.00	3.00	0.58	0.00	69.00
chr12	6103027	6103369	342	342	2.00	8.00	4.58	4.00	1568.00
chr2	3479491	3480482	991	991	0.00	11.00	3.13	3.00	3097.00
chr3	33883388	33883566	178	178	48.00	78.00	61.35	59.00	10921.00
chr19	11019778	11019883	105	105	86.00	129.00	106.44	109.00	11176.00
chr7	98446205	98446318	113	113	0.00	0.00	0.00	0.00	0.00
chr8	106813274	106813932	658	658	0.00	0.00	0.00	0.00	0.00
chr2	223795338	223795530	192	192	4.00	26.00	14.56	15.00	2796.00
chr7	75511146	75511554	408	408	100.00	225.00	156.92	155.00	64025.00
chr21	40184926	40185038	112	112	59.00	96.00	81.66	87.00	9146.00
chr19	53383575	53385236	1661	1661	0.00	5.00	0.90	0.00	1501.00
chr19	14208130	14208295	165	165	20.00	204.00	137.47	163.00	22683.00
chr15	91461013	91461618	605	605	7.00	263.00	83.37	15.00	50441.00
chr8	145278010	145278133	123	123	7.00	13.00	8.46	8.00	1041.00
chr16	28132990	28133083	93	93	785.00	951.00	863.61	861.00	80316.00
chr11	125280091	125280221	130	130	0.00	2.00	1.55	2.00	202.00
chr15	63128089	63128317	228	228	0.00	2.00	0.83	1.00	189.00
chr9	131181435	131181557	122	122	0.00	1.00	0.01	0.00	1.00
chr19	3281196	3281343	147	147	0.00	0.00	0.00	0.00	0.00
chr11	6240200	6240280	80	80	71.00	88.00	78.95	78.00	6316.00
chr20	31019123	31019287	164	164	16.00	28.00	22.18	23.00	3637.00
chr6	46825865	46827260	1395	1395	0.00	0.00	0.00	0.00	0.00
chr12	1672006	1672666	660	660	0.00	1.00	0.15	0.00	101.00
chr12	9098824	9099001	177	177	46.00	85.00	67.81	66.00	12002.00
chr7	121738503	121738630	127	127	0.00	1.00	0.80	1.00	101.00
chr19	40875814	40875935	121	121	68.00	94.00	82.55	83.00	9989.00
chr20	3581592	3581671	79	79	16.00	25.00	20.96	22.00	1656.00
chr17	7226965	7227042	77	77	12.00	18.00	14.96	15.00	1152.00
chr2	74331800	74332809	1009	1009	4.00	18.00	8.69	7.00	8767.00
chr1	209785136	209785610	474	474	0.00	0.00	0.00	0.00	0.00
chr9	35546426	35548532	2106	2106	0.00	5.00	1.72	2.00	3628.00
chr17	80040198	80040290	92	92	32.00	51.00	42.88	43.00	3945.00
chr11	73074791	73075284	493	493	1.00	5.00	2.55	3.00	1255.00
chr20	44674976	44675075	99	99	0.00	0.00	0.00	0.00	0.00
chr20	5892091	5892328	237	237	0.00	0.00	0.00	0.00	0.00
chr17	20316581	20317594	1013	1013	0.00	2.00	0.30	0.00	303.00
chr12	99478702	99478801	99	99	0.00	0.00	0.00	0.00	0.00
chr17	40842756	40842960	204	204	0.00	2.00	0.77	1.00	157.00
chr11	107501142	107501288	146	146	0.00	0.00	0.00	0.00	0.00
chr11	85429236	85429532	296	296	0.00	5.00	2.12	2.00	629.00
chr20	9449217	9449319	102	102	0.00	0.00	0.00	0.00	0.00
chr14	23371395	23371591	196	196	85.00	143.00	109.78	111.00	21517.00
chr7	716865	716957	92	92	4.00	10.00	7.72	8.00	710.00
chr10	48862360	48862682	322	322	0.00	0.00	0.00	0.00	0.00
chr10	68686678	68688210	1532	1532	0.00	0.00	0.00	0.00	0.00
chr5	179674854	179674926	72	72	0.00	1.00	0.31	0.00	22.00
chr1	209773327	209773456	129	129	0.00	0.00	0.00	0.00	0.00
chr17	45691034	45691091	57	57	50.00	71.00	60.65	64.00	3457.00
chr1	19669871	19670118	247	247	31.00	54.00	41.06	41.00	10143.00
chr17	45664025	45664710	685	685	1.00	45.00	9.08	6.00	6218.00
chr19	2337634	2338840	1206	1206	3.00	24.00	10.60	11.00	12789.00
chr8	22011480	22011552	72	72	0.00	0.00	0.00	0.00	0.00
